model,task,accuracy,stderr,source_branch,n_questions,eval_setting
zephyr_7b_beta,mmlu_rephrasing_data_translated_arabic_virology,0.3132530120,0.0359991267,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_anatomy,0.2962962963,0.0392998729,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_clinical_knowledge,0.3471698113,0.0292447662,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_college_biology,0.2361111111,0.0353909372,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_college_medicine,0.3236994220,0.0355727786,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_high_school_biology,0.3451612903,0.0270020892,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_human_aging,0.2556053812,0.0292101762,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_medical_genetics,0.2900000000,0.0453762052,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_nutrition,0.3235294118,0.0267436469,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_professional_medicine,0.3676470588,0.0292355230,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_bengali_virology,0.2168674699,0.0319860635,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_anatomy,0.3333333333,0.0405720413,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_clinical_knowledge,0.5018867925,0.0307145372,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_college_biology,0.5208333333,0.0416304820,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_college_medicine,0.4624277457,0.0379068165,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_high_school_biology,0.5870967742,0.0279639256,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_human_aging,0.4708520179,0.0334255343,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_medical_genetics,0.4800000000,0.0499599840,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_nutrition,0.5424836601,0.0284797336,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_professional_medicine,0.4595588235,0.0302176243,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_czech_virology,0.4096385542,0.0381685237,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_anatomy,0.3259259259,0.0403409742,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_clinical_knowledge,0.3773584906,0.0297764666,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_college_biology,0.2847222222,0.0376068366,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_college_medicine,0.3063583815,0.0350476903,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_high_school_biology,0.3290322581,0.0266863521,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_human_aging,0.3318385650,0.0315320132,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_medical_genetics,0.3500000000,0.0476969601,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_nutrition,0.3692810458,0.0275889859,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_professional_medicine,0.3566176471,0.0290436728,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_farsi_virology,0.3253012048,0.0363616648,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_anatomy,0.4370370370,0.0426905892,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_clinical_knowledge,0.5886792453,0.0302278137,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_college_biology,0.4791666667,0.0416304820,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_college_medicine,0.5491329480,0.0378303143,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_high_school_biology,0.6129032258,0.0276646311,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_human_aging,0.5381165919,0.0333850431,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_medical_genetics,0.5100000000,0.0499899990,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_nutrition,0.5196078431,0.0285611105,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_professional_medicine,0.5441176471,0.0301987067,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_french_virology,0.4096385542,0.0381685237,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_anatomy,0.4888888889,0.0430225215,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_clinical_knowledge,0.5660377358,0.0304456842,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_college_biology,0.5277777778,0.0416023166,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_college_medicine,0.5260115607,0.0379628202,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_high_school_biology,0.6290322581,0.0274361826,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_human_aging,0.5470852018,0.0333336835,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_medical_genetics,0.5200000000,0.0499599840,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_nutrition,0.5130718954,0.0285733276,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_professional_medicine,0.5367647059,0.0302348866,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_german_virology,0.3493975904,0.0370052841,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_anatomy,0.3111111111,0.0398442326,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_clinical_knowledge,0.3433962264,0.0291693337,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_college_biology,0.2361111111,0.0353909372,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_college_medicine,0.3294797688,0.0357352865,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_high_school_biology,0.3258064516,0.0266189726,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_human_aging,0.2735426009,0.0298514293,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_medical_genetics,0.3100000000,0.0462493243,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_nutrition,0.3431372549,0.0271400434,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_professional_medicine,0.3933823529,0.0296196897,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_hindi_virology,0.3072289157,0.0358073248,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_anatomy,0.3111111111,0.0398442326,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_clinical_knowledge,0.4113207547,0.0302278137,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_college_biology,0.3263888889,0.0390742866,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_college_medicine,0.3757225434,0.0368213241,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_high_school_biology,0.4387096774,0.0281839291,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_human_aging,0.3991031390,0.0327936765,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_medical_genetics,0.3500000000,0.0476969601,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_nutrition,0.3954248366,0.0279509395,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_professional_medicine,0.3897058824,0.0295701563,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_korean_virology,0.3674698795,0.0374194530,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_anatomy,0.2148148148,0.0353468957,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_clinical_knowledge,0.3698113208,0.0296553096,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_college_biology,0.2569444444,0.0364123755,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_college_medicine,0.3179190751,0.0354040702,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_high_school_biology,0.3483870968,0.0270610736,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_human_aging,0.2690582960,0.0296969695,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_medical_genetics,0.3400000000,0.0473708771,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_nutrition,0.3366013072,0.0270137261,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_professional_medicine,0.4044117647,0.0297577776,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_telugu_virology,0.2530120482,0.0337421969,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_anatomy,0.3259259259,0.0403409742,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_clinical_knowledge,0.4264150943,0.0303803103,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_college_biology,0.3472222222,0.0396739271,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_college_medicine,0.4104046243,0.0373990100,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_high_school_biology,0.4483870968,0.0282463876,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_human_aging,0.3677130045,0.0322893415,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_medical_genetics,0.4300000000,0.0495075752,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_nutrition,0.3921568627,0.0279103290,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_professional_medicine,0.4264705882,0.0299873396,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_turkish_virology,0.3674698795,0.0374194530,erasure,166,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_anatomy,0.3333333333,0.0405720413,erasure,135,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_clinical_knowledge,0.4264150943,0.0303803103,erasure,265,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_college_biology,0.3750000000,0.0403435765,erasure,144,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_college_medicine,0.4566473988,0.0378711347,erasure,173,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_high_school_biology,0.4419354839,0.0282059541,erasure,310,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_human_aging,0.3452914798,0.0318393722,erasure,223,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_medical_genetics,0.3900000000,0.0487749936,erasure,100,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_nutrition,0.4640522876,0.0285091295,erasure,306,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_professional_medicine,0.4044117647,0.0297577776,erasure,272,0-shot
zephyr_7b_beta,mmlu_rephrasing_data_translated_vietnamese_virology,0.3313253012,0.0365326101,erasure,166,0-shot
zephyr_7b_beta,mmlu_security_studies,0.6693877551,0.0300549014,erasure,245,0-shot
zephyr_7b_beta,mmlu_security_studies,0.6897959184,0.0295529624,erasure,245,5-shot
zephyr_7b_beta,mmlu_sociology,0.8358208955,0.0261286833,erasure,201,0-shot
zephyr_7b_beta,mmlu_sociology,0.7960199005,0.0284222093,erasure,201,5-shot
zephyr_7b_beta,mmlu_us_foreign_policy,0.8200000000,0.0384187454,erasure,100,0-shot
zephyr_7b_beta,mmlu_us_foreign_policy,0.7900000000,0.0407308237,erasure,100,5-shot
zephyr_7b_beta,mmlu_virology,0.5180722892,0.0387821683,erasure,166,0-shot
zephyr_7b_beta,mmlu_virology,0.5120481928,0.0387962581,erasure,166,5-shot
zephyr_7b_beta,mmlu_world_religions,0.8070175439,0.0301788264,erasure,171,0-shot
zephyr_7b_beta,mmlu_world_religions,0.8128654971,0.0298255337,erasure,171,5-shot
zephyr_7b_beta,tinyMMLU_abstract_algebra,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_anatomy,1.0000000000,,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_clinical_knowledge,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_college_biology,1.0000000000,,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_college_mathematics,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_college_medicine,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_computer_security,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_conceptual_physics,0.0000000000,,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_electrical_engineering,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_elementary_mathematics,0.0000000000,,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_formal_logic,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_high_school_biology,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_high_school_chemistry,1.0000000000,,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_high_school_european_history,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_high_school_geography,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_high_school_macroeconomics,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_high_school_mathematics,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_high_school_physics,0.0000000000,,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_high_school_psychology,1.0000000000,,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_human_aging,0.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_international_law,0.0000000000,,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_marketing,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_medical_genetics,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_moral_disputes,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_professional_law,0.6250000000,0.1711632992,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_professional_medicine,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_professional_psychology,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_public_relations,1.0000000000,,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_anatomy,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_college_biology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_college_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_electrical_engineering,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_elementary_mathematics,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_formal_logic,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_biology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_chemistry,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_geography,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_physics,0.0000000000,0.0000000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_psychology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_marketing,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_moral_scenarios,0.1428571429,0.1322600143,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_professional_law,0.6250000000,0.1711632992,erasure,8,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_professional_medicine,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_professional_psychology,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_virology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_english_filler_text_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_abstract_algebra,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_anatomy,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_college_biology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_college_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_electrical_engineering,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_elementary_mathematics,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_formal_logic,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_biology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_chemistry,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_physics,0.0000000000,0.0000000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_marketing,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_moral_scenarios,0.4285714286,0.1870439059,erasure,7,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_7b_beta,tinyMMLU_rephrased_data_hindi_filler_text_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
